"Reference Area","Time Period","Sex","Age group","Units of measurement","Observation Value"
"Republic of Korea","2008","Not applicable","Not applicable","Percent","4.46395"
"Republic of Korea","2007","Not applicable","Not applicable","Percent","3.95229"
"Republic of Korea","2006","Not applicable","Not applicable","Percent","3.96743"
"Republic of Korea","2005","Not applicable","Not applicable","Percent","3.90137"
"Republic of Korea","2004","Not applicable","Not applicable","Percent","4.11529"
"Republic of Korea","2003","Not applicable","Not applicable","Percent","4.13241"
"Republic of Korea","2002","Not applicable","Not applicable","Percent","3.79262"
"Republic of Korea","2001","Not applicable","Not applicable","Percent","3.89743"
"Republic of Korea","1999","Not applicable","Not applicable","Percent","3.44687"
"Republic of Korea","1998","Not applicable","Not applicable","Percent","3.42941"
"Republic of Korea","1995","Not applicable","Not applicable","Percent","2.9735"
"Republic of Korea","1994","Not applicable","Not applicable","Percent","3.05064"
"Republic of Korea","1993","Not applicable","Not applicable","Percent","3.70361"
"Republic of Korea","1992","Not applicable","Not applicable","Percent","3.57194"
"Republic of Korea","1991","Not applicable","Not applicable","Percent","3.47166"
"Republic of Korea","1990","Not applicable","Not applicable","Percent","3.02391"
"Republic of Korea","1989","Not applicable","Not applicable","Percent","3.03996"
"Republic of Korea","1988","Not applicable","Not applicable","Percent","2.71047"
"Republic of Korea","1987","Not applicable","Not applicable","Percent","3.30633"
"Republic of Korea","1986","Not applicable","Not applicable","Percent","3.54678"
"Republic of Korea","1985","Not applicable","Not applicable","Percent","3.89292"
"Republic of Korea","1984","Not applicable","Not applicable","Percent","3.90624"
"Republic of Korea","1983","Not applicable","Not applicable","Percent","4.18364"
"Republic of Korea","1982","Not applicable","Not applicable","Percent","6.07534"
"Republic of Korea","1981","Not applicable","Not applicable","Percent","2.77288"
"Republic of Korea","1980","Not applicable","Not applicable","Percent","3.33612"
"Republic of Korea","1979","Not applicable","Not applicable","Percent","2.89827"
"Republic of Korea","1977","Not applicable","Not applicable","Percent","2.31737"
"Republic of Korea","1976","Not applicable","Not applicable","Percent","2.62701"
"Republic of Korea","1975","Not applicable","Not applicable","Percent","1.99639"
"Romania","2012","Not applicable","Not applicable","Percent","2.9855"
"Romania","2011","Not applicable","Not applicable","Percent","3.07337"
"Romania","2010","Not applicable","Not applicable","Percent","3.52577"
"Romania","2009","Not applicable","Not applicable","Percent","4.23975"
"Romania","2007","Not applicable","Not applicable","Percent","4.24614"
"Romania","2005","Not applicable","Not applicable","Percent","3.47503"
"Romania","2004","Not applicable","Not applicable","Percent","3.27684"
"Romania","2003","Not applicable","Not applicable","Percent","3.44506"
"Romania","2002","Not applicable","Not applicable","Percent","3.50999"
"Romania","2001","Not applicable","Not applicable","Percent","3.25094"
"Romania","2000","Not applicable","Not applicable","Percent","2.86468"
"Romania","1996","Not applicable","Not applicable","Percent","3.38874"
"Russian Federation","2012","Not applicable","Not applicable","Percent","4.15467"
"Russian Federation","2008","Not applicable","Not applicable","Percent","4.10175"
"Russian Federation","2006","Not applicable","Not applicable","Percent","3.86626"
"Russian Federation","2005","Not applicable","Not applicable","Percent","3.77193"
"Russian Federation","2004","Not applicable","Not applicable","Percent","3.54787"
"Russian Federation","2003","Not applicable","Not applicable","Percent","3.67854"
"Russian Federation","2002","Not applicable","Not applicable","Percent","3.83902"
"Russian Federation","2001","Not applicable","Not applicable","Percent","3.10602"
"Russian Federation","2000","Not applicable","Not applicable","Percent","2.93981"
"Rwanda","2013","Not applicable","Not applicable","Percent","5.02795"
"Rwanda","2012","Not applicable","Not applicable","Percent","4.75101"
"Rwanda","2011","Not applicable","Not applicable","Percent","4.71131"
"Rwanda","2010","Not applicable","Not applicable","Percent","4.95011"
"Rwanda","2008","Not applicable","Not applicable","Percent","3.782"
"Rwanda","2007","Not applicable","Not applicable","Percent","4.29646"
"Rwanda","2001","Not applicable","Not applicable","Percent","5.66607"
"Rwanda","2000","Not applicable","Not applicable","Percent","4.09511"
"Rwanda","1999","Not applicable","Not applicable","Percent","4.57848"
"Rwanda","1989","Not applicable","Not applicable","Percent","3.74663"
"Rwanda","1988","Not applicable","Not applicable","Percent","3.33534"
"Rwanda","1987","Not applicable","Not applicable","Percent","3.50578"
"Rwanda","1981","Not applicable","Not applicable","Percent","4.39297"
"Rwanda","1980","Not applicable","Not applicable","Percent","2.66633"
"Rwanda","1979","Not applicable","Not applicable","Percent","2.44128"
"Rwanda","1978","Not applicable","Not applicable","Percent","2.23247"
"Rwanda","1977","Not applicable","Not applicable","Percent","2.15021"
"Saint Kitts and Nevis","2007","Not applicable","Not applicable","Percent","4.2253"
"Saint Kitts and Nevis","2006","Not applicable","Not applicable","Percent","4.1125"
"Saint Kitts and Nevis","2005","Not applicable","Not applicable","Percent","3.85991"
"Saint Kitts and Nevis","2004","Not applicable","Not applicable","Percent","4.01691"
"Saint Kitts and Nevis","2003","Not applicable","Not applicable","Percent","3.84377"
"Saint Kitts and Nevis","2002","Not applicable","Not applicable","Percent","3.92256"
"Saint Kitts and Nevis","2001","Not applicable","Not applicable","Percent","4.40403"
"Saint Kitts and Nevis","2000","Not applicable","Not applicable","Percent","4.75855"
"Saint Kitts and Nevis","1999","Not applicable","Not applicable","Percent","4.42932"
"Saint Kitts and Nevis","1998","Not applicable","Not applicable","Percent","5.36297"
"Saint Kitts and Nevis","1995","Not applicable","Not applicable","Percent","3.50032"
"Saint Kitts and Nevis","1992","Not applicable","Not applicable","Percent","3.06823"
"Saint Kitts and Nevis","1991","Not applicable","Not applicable","Percent","2.67806"
"Saint Kitts and Nevis","1989","Not applicable","Not applicable","Percent","2.95372"
"Saint Kitts and Nevis","1987","Not applicable","Not applicable","Percent","3.60698"
"Saint Kitts and Nevis","1985","Not applicable","Not applicable","Percent","5.64292"
"Saint Lucia","2014","Not applicable","Not applicable","Percent","4.83666"
"Saint Lucia","2013","Not applicable","Not applicable","Percent","4.75612"
"Saint Lucia","2012","Not applicable","Not applicable","Percent","4.00259"
"Saint Lucia","2011","Not applicable","Not applicable","Percent","4.28743"
"Saint Lucia","2010","Not applicable","Not applicable","Percent","4.14863"
"Saint Lucia","2009","Not applicable","Not applicable","Percent","3.76522"
"Saint Lucia","2008","Not applicable","Not applicable","Percent","5.23876"
"Saint Lucia","2006","Not applicable","Not applicable","Percent","5.62154"
"Saint Lucia","2005","Not applicable","Not applicable","Percent","5.14566"
"Saint Lucia","2004","Not applicable","Not applicable","Percent","4.14074"
"Saint Lucia","2003","Not applicable","Not applicable","Percent","4.33087"
"Saint Lucia","2001","Not applicable","Not applicable","Percent","6.89582"
"Saint Lucia","1999","Not applicable","Not applicable","Percent","7.25485"
"Saint Lucia","1998","Not applicable","Not applicable","Percent","7.37781"
"Saint Lucia","1994","Not applicable","Not applicable","Percent","9.00789"
"Saint Lucia","1986","Not applicable","Not applicable","Percent","6.25656"
"Saint Lucia","1982","Not applicable","Not applicable","Percent","7.07189"
"Saint Vincent and the Grenadines","2010","Not applicable","Not applicable","Percent","5.08415"
"Saint Vincent and the Grenadines","2009","Not applicable","Not applicable","Percent","5.68978"
"Saint Vincent and the Grenadines","2007","Not applicable","Not applicable","Percent","5.67432"
"Saint Vincent and the Grenadines","2005","Not applicable","Not applicable","Percent","6.35081"
"Saint Vincent and the Grenadines","2003","Not applicable","Not applicable","Percent","8.63783"
"Saint Vincent and the Grenadines","2002","Not applicable","Not applicable","Percent","7.80199"
"Saint Vincent and the Grenadines","2000","Not applicable","Not applicable","Percent","7.91381"
"Saint Vincent and the Grenadines","1999","Not applicable","Not applicable","Percent","6.77285"
"Saint Vincent and the Grenadines","1998","Not applicable","Not applicable","Percent","4.74102"
"Saint Vincent and the Grenadines","1991","Not applicable","Not applicable","Percent","5.84482"
"Saint Vincent and the Grenadines","1989","Not applicable","Not applicable","Percent","5.41258"
"Saint Vincent and the Grenadines","1986","Not applicable","Not applicable","Percent","5.56681"
"Samoa","2008","Not applicable","Not applicable","Percent","5.14421"
"Samoa","2002","Not applicable","Not applicable","Percent","3.84139"
"Samoa","2001","Not applicable","Not applicable","Percent","3.82629"
"Samoa","2000","Not applicable","Not applicable","Percent","3.58293"
"Samoa","1999","Not applicable","Not applicable","Percent","4.01625"
"San Marino","2011","Not applicable","Not applicable","Percent","2.38373"
"San Marino","2010","Not applicable","Not applicable","Percent","2.30937"
"San Marino","1996","Not applicable","Not applicable","Percent","3.36902"
"San Marino","1995","Not applicable","Not applicable","Percent","3.37464"
"San Marino","1994","Not applicable","Not applicable","Percent","3.61071"
"San Marino","1993","Not applicable","Not applicable","Percent","3.81647"
"San Marino","1992","Not applicable","Not applicable","Percent","3.92533"
"San Marino","1991","Not applicable","Not applicable","Percent","3.50356"
"San Marino","1990","Not applicable","Not applicable","Percent","3.20449"
"San Marino","1984","Not applicable","Not applicable","Percent","3.05915"
"San Marino","1982","Not applicable","Not applicable","Percent","4.10258"
"San Marino","1981","Not applicable","Not applicable","Percent","4.0159"
"San Marino","1975","Not applicable","Not applicable","Percent","3.91767"
"Sao Tome and Principe","2014","Not applicable","Not applicable","Percent","3.90599"
"Sao Tome and Principe","2013","Not applicable","Not applicable","Percent","5.79135"
"Sao Tome and Principe","2012","Not applicable","Not applicable","Percent","6.08027"
"Sao Tome and Principe","2010","Not applicable","Not applicable","Percent","9.47942"
"Sao Tome and Principe","2009","Not applicable","Not applicable","Percent","10.20764"
"Sao Tome and Principe","2008","Not applicable","Not applicable","Percent","5.69243"
"Sao Tome and Principe","2007","Not applicable","Not applicable","Percent","6.49984"
"Sao Tome and Principe","2006","Not applicable","Not applicable","Percent","4.51109"
"Sao Tome and Principe","2005","Not applicable","Not applicable","Percent","5.37622"
"Sao Tome and Principe","2004","Not applicable","Not applicable","Percent","3.34744"
"Sao Tome and Principe","2003","Not applicable","Not applicable","Percent","3.27162"
"Sao Tome and Principe","2002","Not applicable","Not applicable","Percent","2.73836"
"Saudi Arabia","2008","Not applicable","Not applicable","Percent","5.13781"
"Saudi Arabia","2006","Not applicable","Not applicable","Percent","5.89117"
"Saudi Arabia","2005","Not applicable","Not applicable","Percent","5.43092"
"Saudi Arabia","2004","Not applicable","Not applicable","Percent","6.27747"
"Saudi Arabia","2003","Not applicable","Not applicable","Percent","7.14598"
"Saudi Arabia","2002","Not applicable","Not applicable","Percent","7.67961"
"Saudi Arabia","2001","Not applicable","Not applicable","Percent","7.76633"
"Saudi Arabia","2000","Not applicable","Not applicable","Percent","5.94348"
"Saudi Arabia","1999","Not applicable","Not applicable","Percent","7.10566"
"Saudi Arabia","1998","Not applicable","Not applicable","Percent","8.33827"
"Saudi Arabia","1997","Not applicable","Not applicable","Percent","4.60518"
"Saudi Arabia","1996","Not applicable","Not applicable","Percent","4.97447"
"Saudi Arabia","1995","Not applicable","Not applicable","Percent","5.7284"
"Saudi Arabia","1994","Not applicable","Not applicable","Percent","6.38302"
"Saudi Arabia","1993","Not applicable","Not applicable","Percent","6.03379"
"Saudi Arabia","1992","Not applicable","Not applicable","Percent","5.17939"
"Saudi Arabia","1991","Not applicable","Not applicable","Percent","5.82164"
"Saudi Arabia","1986","Not applicable","Not applicable","Percent","6.25535"
"Saudi Arabia","1984","Not applicable","Not applicable","Percent","6.10957"
"Saudi Arabia","1983","Not applicable","Not applicable","Percent","5.97797"
"Saudi Arabia","1982","Not applicable","Not applicable","Percent","4.14255"
"Saudi Arabia","1981","Not applicable","Not applicable","Percent","3.89025"
"Senegal","2010","Not applicable","Not applicable","Percent","5.59998"
"Senegal","2009","Not applicable","Not applicable","Percent","5.53451"
"Senegal","2008","Not applicable","Not applicable","Percent","5.04807"
"Senegal","2006","Not applicable","Not applicable","Percent","4.7723"
"Senegal","2005","Not applicable","Not applicable","Percent","5.13696"
"Senegal","2004","Not applicable","Not applicable","Percent","3.85473"
"Senegal","2003","Not applicable","Not applicable","Percent","3.50941"
"Senegal","2002","Not applicable","Not applicable","Percent","3.39194"
"Senegal","2001","Not applicable","Not applicable","Percent","3.29467"
"Senegal","2000","Not applicable","Not applicable","Percent","3.15748"
"Senegal","1999","Not applicable","Not applicable","Percent","3.15144"
"Senegal","1998","Not applicable","Not applicable","Percent","3.2003"
"Serbia","2012","Not applicable","Not applicable","Percent","4.42658"
"Serbia","2011","Not applicable","Not applicable","Percent","4.49298"
"Serbia","2010","Not applicable","Not applicable","Percent","4.58655"
"Serbia","2009","Not applicable","Not applicable","Percent","4.75188"
"Serbia","2008","Not applicable","Not applicable","Percent","4.70663"
"Serbia","2007","Not applicable","Not applicable","Percent","4.51091"
"Seychelles","2011","Not applicable","Not applicable","Percent","3.60646"
"Seychelles","2006","Not applicable","Not applicable","Percent","4.77012"
"Seychelles","2003","Not applicable","Not applicable","Percent","5.37493"
"Seychelles","2002","Not applicable","Not applicable","Percent","5.19333"
"Seychelles","1999","Not applicable","Not applicable","Percent","5.261"
"Seychelles","1998","Not applicable","Not applicable","Percent","5.99207"
"Seychelles","1996","Not applicable","Not applicable","Percent","7.77922"
"Seychelles","1995","Not applicable","Not applicable","Percent","7.70369"
"Seychelles","1994","Not applicable","Not applicable","Percent","9.02171"
"Seychelles","1989","Not applicable","Not applicable","Percent","8.22952"
"Seychelles","1988","Not applicable","Not applicable","Percent","8.29189"
"Seychelles","1986","Not applicable","Not applicable","Percent","9.7136"
"Seychelles","1985","Not applicable","Not applicable","Percent","10.23305"
"Seychelles","1984","Not applicable","Not applicable","Percent","12.02893"
"Seychelles","1976","Not applicable","Not applicable","Percent","4.74596"
"Seychelles","1975","Not applicable","Not applicable","Percent","4.34502"
"Sierra Leone","2014","Not applicable","Not applicable","Percent","2.72976"
"Sierra Leone","2013","Not applicable","Not applicable","Percent","2.37598"
"Sierra Leone","2012","Not applicable","Not applicable","Percent","2.8817"
"Sierra Leone","2011","Not applicable","Not applicable","Percent","2.67841"
"Sierra Leone","2010","Not applicable","Not applicable","Percent","2.58864"
"Sierra Leone","2009","Not applicable","Not applicable","Percent","2.77814"
"Sierra Leone","2008","Not applicable","Not applicable","Percent","2.41317"
"Sierra Leone","2007","Not applicable","Not applicable","Percent","2.55851"
"Sierra Leone","2005","Not applicable","Not applicable","Percent","2.83588"
"Sierra Leone","2004","Not applicable","Not applicable","Percent","3.14475"
"Sierra Leone","2003","Not applicable","Not applicable","Percent","3.29477"
"Sierra Leone","2002","Not applicable","Not applicable","Percent","3.58631"
"Sierra Leone","2001","Not applicable","Not applicable","Percent","3.46767"
"Sierra Leone","2000","Not applicable","Not applicable","Percent","4.94937"
"Singapore","2013","Not applicable","Not applicable","Percent","2.90507"
"Singapore","2012","Not applicable","Not applicable","Percent","3.11531"
"Singapore","2011","Not applicable","Not applicable","Percent","3.07419"
"Singapore","2010","Not applicable","Not applicable","Percent","3.10836"
"Singapore","2009","Not applicable","Not applicable","Percent","3.03184"
"Singapore","2008","Not applicable","Not applicable","Percent","2.77936"
"Singapore","2007","Not applicable","Not applicable","Percent","2.96336"
"Singapore","2006","Not applicable","Not applicable","Percent","2.86787"
"Singapore","2005","Not applicable","Not applicable","Percent","3.21966"
"Singapore","2004","Not applicable","Not applicable","Percent","3.67701"
"Singapore","2003","Not applicable","Not applicable","Percent","4.00778"
"Singapore","2002","Not applicable","Not applicable","Percent","3.90063"
"Singapore","2001","Not applicable","Not applicable","Percent","3.55138"
"Singapore","2000","Not applicable","Not applicable","Percent","3.32136"
"Singapore","1988","Not applicable","Not applicable","Percent","3.65584"
"Singapore","1983","Not applicable","Not applicable","Percent","3.94905"
"Singapore","1982","Not applicable","Not applicable","Percent","3.26855"
"Singapore","1981","Not applicable","Not applicable","Percent","2.58428"
"Singapore","1980","Not applicable","Not applicable","Percent","2.5603"
"Singapore","1979","Not applicable","Not applicable","Percent","2.24966"
"Singapore","1978","Not applicable","Not applicable","Percent","2.29136"
"Singapore","1977","Not applicable","Not applicable","Percent","2.45105"
"Singapore","1976","Not applicable","Not applicable","Percent","2.69253"
"Singapore","1975","Not applicable","Not applicable","Percent","2.44172"
"Slovakia","2012","Not applicable","Not applicable","Percent","3.93731"
"Slovakia","2011","Not applicable","Not applicable","Percent","3.98871"
"Slovakia","2010","Not applicable","Not applicable","Percent","4.13874"
"Slovakia","2009","Not applicable","Not applicable","Percent","4.02503"
"Slovakia","2008","Not applicable","Not applicable","Percent","3.54412"
"Slovakia","2007","Not applicable","Not applicable","Percent","3.54054"
"Slovakia","2006","Not applicable","Not applicable","Percent","3.72126"
"Slovakia","2005","Not applicable","Not applicable","Percent","3.76648"
"Slovakia","2004","Not applicable","Not applicable","Percent","4.10176"
"Slovakia","2003","Not applicable","Not applicable","Percent","4.21008"
"Slovakia","2002","Not applicable","Not applicable","Percent","4.24367"
"Slovakia","2001","Not applicable","Not applicable","Percent","3.94239"
"Slovakia","2000","Not applicable","Not applicable","Percent","3.87263"
"Slovakia","1999","Not applicable","Not applicable","Percent","4.1133"
"Slovakia","1997","Not applicable","Not applicable","Percent","4.12943"
"Slovakia","1996","Not applicable","Not applicable","Percent","4.13969"
"Slovakia","1995","Not applicable","Not applicable","Percent","4.31547"
"Slovakia","1994","Not applicable","Not applicable","Percent","3.72795"
"Slovakia","1993","Not applicable","Not applicable","Percent","4.46812"
"Slovakia","1992","Not applicable","Not applicable","Percent","5.37926"
"Slovenia","2012","Not applicable","Not applicable","Percent","5.65882"
"Slovenia","2011","Not applicable","Not applicable","Percent","5.56985"
"Slovenia","2010","Not applicable","Not applicable","Percent","5.56756"
"Slovenia","2009","Not applicable","Not applicable","Percent","5.56859"
"Slovenia","2008","Not applicable","Not applicable","Percent","5.10609"
"Slovenia","2007","Not applicable","Not applicable","Percent","5.10509"
"Slovenia","2006","Not applicable","Not applicable","Percent","5.57559"
"Slovenia","2005","Not applicable","Not applicable","Percent","5.58241"
"Slovenia","2004","Not applicable","Not applicable","Percent","5.63518"
"Slovenia","2003","Not applicable","Not applicable","Percent","5.69129"
"Slovenia","2002","Not applicable","Not applicable","Percent","5.65512"
"Slovenia","2001","Not applicable","Not applicable","Percent","5.75708"
"Slovenia","1995","Not applicable","Not applicable","Percent","4.92382"
"Solomon Islands","2010","Not applicable","Not applicable","Percent","10.00108"
"Solomon Islands","2009","Not applicable","Not applicable","Percent","8.97326"
"Solomon Islands","2008","Not applicable","Not applicable","Percent","8.79999"
"Solomon Islands","2007","Not applicable","Not applicable","Percent","9.87995"
"Solomon Islands","1998","Not applicable","Not applicable","Percent","2.24871"
"Solomon Islands","1991","Not applicable","Not applicable","Percent","2.75382"
"South Africa","2014","Not applicable","Not applicable","Percent","6.05629"
"South Africa","2013","Not applicable","Not applicable","Percent","5.99752"
"South Africa","2012","Not applicable","Not applicable","Percent","6.36892"
"South Africa","2011","Not applicable","Not applicable","Percent","5.96275"
"South Africa","2010","Not applicable","Not applicable","Percent","5.72174"
"South Africa","2009","Not applicable","Not applicable","Percent","5.24869"
"South Africa","2008","Not applicable","Not applicable","Percent","4.86601"
"South Africa","2007","Not applicable","Not applicable","Percent","4.97414"
"South Africa","2006","Not applicable","Not applicable","Percent","5.07257"
"South Africa","2005","Not applicable","Not applicable","Percent","5.06319"
"South Africa","2004","Not applicable","Not applicable","Percent","5.06891"
"South Africa","2003","Not applicable","Not applicable","Percent","4.86485"
"South Africa","2002","Not applicable","Not applicable","Percent","5.06623"
"South Africa","2001","Not applicable","Not applicable","Percent","5.15949"
"South Africa","2000","Not applicable","Not applicable","Percent","5.44358"
"South Africa","1999","Not applicable","Not applicable","Percent","5.87522"
"South Africa","1996","Not applicable","Not applicable","Percent","5.57576"
"South Africa","1994","Not applicable","Not applicable","Percent","5.80609"
"South Africa","1993","Not applicable","Not applicable","Percent","6.06783"
"South Africa","1991","Not applicable","Not applicable","Percent","5.91858"
"South Africa","1990","Not applicable","Not applicable","Percent","5.28974"
"South Africa","1989","Not applicable","Not applicable","Percent","5.00923"
"South Africa","1988","Not applicable","Not applicable","Percent","5.46302"
"South Africa","1987","Not applicable","Not applicable","Percent","5.33351"
"South Sudan","2011","Not applicable","Not applicable","Percent","0.80521"
"Spain","2012","Not applicable","Not applicable","Percent","4.36743"
"Spain","2011","Not applicable","Not applicable","Percent","4.84507"
"Spain","2010","Not applicable","Not applicable","Percent","4.81922"
"Spain","2009","Not applicable","Not applicable","Percent","4.86779"
"Spain","2008","Not applicable","Not applicable","Percent","4.50101"
"Spain","2007","Not applicable","Not applicable","Percent","4.23332"
"Spain","2006","Not applicable","Not applicable","Percent","4.16759"
"Spain","2005","Not applicable","Not applicable","Percent","4.13003"
"Spain","2004","Not applicable","Not applicable","Percent","4.14829"
"Spain","2003","Not applicable","Not applicable","Percent","4.16717"
"Spain","2002","Not applicable","Not applicable","Percent","4.13603"
"Spain","2001","Not applicable","Not applicable","Percent","4.11988"
"Spain","2000","Not applicable","Not applicable","Percent","4.17637"
"Spain","1999","Not applicable","Not applicable","Percent","4.27052"
"Spain","1998","Not applicable","Not applicable","Percent","4.30296"
"Spain","1996","Not applicable","Not applicable","Percent","4.46852"
"Spain","1995","Not applicable","Not applicable","Percent","4.44671"
"Spain","1994","Not applicable","Not applicable","Percent","4.49689"
"Spain","1993","Not applicable","Not applicable","Percent","4.25645"
"Spain","1992","Not applicable","Not applicable","Percent","3.84761"
"Spain","1991","Not applicable","Not applicable","Percent","3.75254"
"Spain","1990","Not applicable","Not applicable","Percent","3.64349"
"Spain","1989","Not applicable","Not applicable","Percent","3.56145"
"Spain","1988","Not applicable","Not applicable","Percent","3.33737"
"Spain","1987","Not applicable","Not applicable","Percent","3.1367"
"Spain","1979","Not applicable","Not applicable","Percent","2.34442"
"Spain","1978","Not applicable","Not applicable","Percent","2.2368"
"Spain","1977","Not applicable","Not applicable","Percent","2.08282"
"Spain","1976","Not applicable","Not applicable","Percent","1.90457"
"Sri Lanka","2012","Not applicable","Not applicable","Percent","1.72398"
"Sri Lanka","2011","Not applicable","Not applicable","Percent","1.9954"
"Sri Lanka","2010","Not applicable","Not applicable","Percent","1.96588"
"Sri Lanka","2009","Not applicable","Not applicable","Percent","2.0559"
"Sri Lanka","1998","Not applicable","Not applicable","Percent","3.05142"
"Sri Lanka","1996","Not applicable","Not applicable","Percent","3.3436"
"Sri Lanka","1995","Not applicable","Not applicable","Percent","2.9576"
"Sri Lanka","1994","Not applicable","Not applicable","Percent","3.10853"
"Sri Lanka","1991","Not applicable","Not applicable","Percent","2.91558"
"Sri Lanka","1990","Not applicable","Not applicable","Percent","2.41093"
"Sri Lanka","1989","Not applicable","Not applicable","Percent","2.75516"
"Sri Lanka","1988","Not applicable","Not applicable","Percent","2.82636"
"Sri Lanka","1987","Not applicable","Not applicable","Percent","2.64433"
"Sri Lanka","1986","Not applicable","Not applicable","Percent","2.80542"
"Sri Lanka","1985","Not applicable","Not applicable","Percent","2.57614"
"Sri Lanka","1984","Not applicable","Not applicable","Percent","2.16526"
"Sri Lanka","1983","Not applicable","Not applicable","Percent","2.39061"
"Sri Lanka","1982","Not applicable","Not applicable","Percent","2.5585"
"Sri Lanka","1981","Not applicable","Not applicable","Percent","2.44221"
"Sri Lanka","1980","Not applicable","Not applicable","Percent","2.70417"
"Sri Lanka","1979","Not applicable","Not applicable","Percent","2.56743"
"Sri Lanka","1975","Not applicable","Not applicable","Percent","2.74455"
"Sudan","2009","Not applicable","Not applicable","Percent","2.21868"
"Sudan","2008","Not applicable","Not applicable","Percent","2.20143"
"Sudan","2006","Not applicable","Not applicable","Percent","1.96302"
"Sudan","2005","Not applicable","Not applicable","Percent","1.56307"
"Sudan","2004","Not applicable","Not applicable","Percent","1.6299"
"Sudan","2002","Not applicable","Not applicable","Percent","1.42644"
"Sudan","2000","Not applicable","Not applicable","Percent","1.01218"
"Swaziland","2011","Not applicable","Not applicable","Percent","8.63695"
"Swaziland","2010","Not applicable","Not applicable","Percent","6.96617"
"Swaziland","2009","Not applicable","Not applicable","Percent","7.0592"
"Swaziland","2008","Not applicable","Not applicable","Percent","7.5187"
"Swaziland","2006","Not applicable","Not applicable","Percent","8.06158"
"Swaziland","2005","Not applicable","Not applicable","Percent","7.42072"
"Swaziland","2004","Not applicable","Not applicable","Percent","6.40261"
"Swaziland","2003","Not applicable","Not applicable","Percent","6.80507"
"Swaziland","2002","Not applicable","Not applicable","Percent","5.07651"
"Swaziland","2001","Not applicable","Not applicable","Percent","5.51615"
"Swaziland","2000","Not applicable","Not applicable","Percent","5.50848"
"Swaziland","1999","Not applicable","Not applicable","Percent","5.09095"
"Swaziland","1996","Not applicable","Not applicable","Percent","4.93816"
"Swaziland","1995","Not applicable","Not applicable","Percent","5.65314"
"Swaziland","1994","Not applicable","Not applicable","Percent","5.14029"
"Swaziland","1990","Not applicable","Not applicable","Percent","5.48457"
"Swaziland","1989","Not applicable","Not applicable","Percent","5.66129"
"Swaziland","1988","Not applicable","Not applicable","Percent","5.51156"
"Swaziland","1987","Not applicable","Not applicable","Percent","5.8022"
"Swaziland","1982","Not applicable","Not applicable","Percent","6.75364"
"Swaziland","1981","Not applicable","Not applicable","Percent","6.58383"
"Swaziland","1980","Not applicable","Not applicable","Percent","5.2972"
"Swaziland","1979","Not applicable","Not applicable","Percent","6.36428"
"Swaziland","1978","Not applicable","Not applicable","Percent","5.79652"
"Swaziland","1977","Not applicable","Not applicable","Percent","3.9443"
"Swaziland","1976","Not applicable","Not applicable","Percent","3.71435"
"Sweden","2012","Not applicable","Not applicable","Percent","7.65619"
"Sweden","2011","Not applicable","Not applicable","Percent","6.49112"
"Sweden","2010","Not applicable","Not applicable","Percent","6.62199"
"Sweden","2009","Not applicable","Not applicable","Percent","6.85779"
"Sweden","2008","Not applicable","Not applicable","Percent","6.39073"
"Sweden","2007","Not applicable","Not applicable","Percent","6.21507"
"Sweden","2006","Not applicable","Not applicable","Percent","6.41067"
"Sweden","2005","Not applicable","Not applicable","Percent","6.55951"
"Sweden","2004","Not applicable","Not applicable","Percent","6.72268"
"Sweden","2003","Not applicable","Not applicable","Percent","6.85764"
"Sweden","2002","Not applicable","Not applicable","Percent","7.00104"
"Sweden","2001","Not applicable","Not applicable","Percent","6.68601"
"Sweden","2000","Not applicable","Not applicable","Percent","6.81885"
"Sweden","1999","Not applicable","Not applicable","Percent","6.93026"
"Sweden","1998","Not applicable","Not applicable","Percent","7.16734"
"Sweden","1996","Not applicable","Not applicable","Percent","6.92501"
"Sweden","1995","Not applicable","Not applicable","Percent","6.2239"
"Sweden","1993","Not applicable","Not applicable","Percent","5.58579"
"Sweden","1992","Not applicable","Not applicable","Percent","5.3337"
"Sweden","1991","Not applicable","Not applicable","Percent","5.52166"
"Sweden","1990","Not applicable","Not applicable","Percent","5.28673"
"Sweden","1981","Not applicable","Not applicable","Percent","6.87818"
"Sweden","1980","Not applicable","Not applicable","Percent","6.63053"
"Sweden","1979","Not applicable","Not applicable","Percent","6.46351"
"Switzerland","2012","Not applicable","Not applicable","Percent","5.04805"
"Switzerland","2011","Not applicable","Not applicable","Percent","4.99342"
"Switzerland","2010","Not applicable","Not applicable","Percent","4.94787"
"Switzerland","2009","Not applicable","Not applicable","Percent","5.05967"
"Switzerland","1998","Not applicable","Not applicable","Percent","4.88814"
"Switzerland","1996","Not applicable","Not applicable","Percent","5.07918"
"Switzerland","1995","Not applicable","Not applicable","Percent","5.07213"
"Switzerland","1994","Not applicable","Not applicable","Percent","5.068"
"Switzerland","1993","Not applicable","Not applicable","Percent","5.10485"
"Switzerland","1991","Not applicable","Not applicable","Percent","4.69238"
"Switzerland","1990","Not applicable","Not applicable","Percent","4.53429"
"Switzerland","1989","Not applicable","Not applicable","Percent","4.27745"
"Switzerland","1988","Not applicable","Not applicable","Percent","4.36794"
"Switzerland","1987","Not applicable","Not applicable","Percent","4.30139"
"Switzerland","1986","Not applicable","Not applicable","Percent","4.34654"
"Switzerland","1985","Not applicable","Not applicable","Percent","4.30994"
"Switzerland","1984","Not applicable","Not applicable","Percent","4.36412"
